The report is generated by the program automatically!
At the end of each record line, the classification result is given.
If the record is classified successfully, it will be remarked as Correct.Otherwise, it will be remarked as Error.
Besides, any record with the '?' symbol is not classified.So it will be remarked as Unclassified.
Classification conclusion:
The test dataset size is 16281.Among all the records, there are 12338 records are classified successfully, 2722 records are misclassfied, 1221 records are unclassfied.
The classification accuracy is 81.93 %.
Classification details:
1 : 25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
4013 : 41, Private, 70447, Some-college, 10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 60, United-States, <=50K. Error
4014 : 27, Private, 321456, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, Germany, <=50K. Correct
4015 : 23, Private, 126613, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 30, United-States, <=50K. Correct
4016 : 52, Self-emp-not-inc, 149508, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 48, United-States, >50K. Correct
4017 : 38, Private, 332154, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 60, United-States, >50K. Correct
4018 : 18, ?, 471876, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 15, United-States, <=50K. Unclassified
4019 : 25, Private, 140669, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
4020 : 38, Private, 107164, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K. Correct
4021 : 39, Private, 225707, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Cuba, <=50K. Error
4022 : 64, Self-emp-inc, 56588, Some-college, 10, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 70, United-States, <=50K. Correct
4023 : 31, Self-emp-inc, 183125, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 99, United-States, >50K. Correct
4024 : 56, Private, 177368, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 45, United-States, >50K. Correct
4025 : 40, Private, 218653, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
4026 : 39, Private, 191137, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
4027 : 50, Private, 181585, Some-college, 10, Separated, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
4028 : 23, Private, 142566, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
4029 : 41, Self-emp-inc, 220821, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 70, United-States, >50K. Correct
4030 : 37, Private, 280966, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
4031 : 52, Private, 153155, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 40, United-States, >50K. Correct
4032 : 29, Private, 195446, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
4033 : 62, Private, 77884, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K. Correct
4034 : 41, Private, 99373, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
4035 : 47, Private, 118729, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, >50K. Error
4036 : 25, Private, 108414, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
4037 : 22, Private, 198366, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 20, United-States, <=50K. Correct
4038 : 42, Private, 238384, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 36, United-States, <=50K. Correct
4039 : 27, Private, 214695, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
4040 : 33, Private, 120420, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
4041 : 37, Private, 186934, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
4042 : 29, Self-emp-not-inc, 100368, 9th, 5, Widowed, Other-service, Unmarried, White, Female, 0, 0, 27, United-States, <=50K. Correct
4043 : 49, Private, 723746, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 43, United-States, <=50K. Correct
4044 : 67, ?, 427422, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 2414, 0, 16, United-States, <=50K. Unclassified
4045 : 44, Private, 54271, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
4046 : 47, Private, 189680, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Italy, >50K. Error
4047 : 49, Private, 230796, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
4048 : 37, State-gov, 195843, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States, <=50K. Error
4049 : 41, Private, 109912, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 15024, 0, 50, England, >50K. Correct
4050 : 19, Private, 42069, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
4051 : 22, Private, 335950, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 70, United-States, <=50K. Correct
4052 : 45, Private, 163174, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 4386, 0, 40, United-States, >50K. Error
4053 : 24, Private, 81145, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K. Correct
4054 : 67, Local-gov, 312052, 7th-8th, 4, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
4055 : 28, Private, 209934, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, Mexico, <=50K. Correct
4056 : 22, ?, 269221, Assoc-acdm, 12, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Unclassified
4057 : 57, Private, 322691, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
4058 : 68, Private, 99849, HS-grad, 9, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K. Correct
4059 : 23, ?, 213004, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 1719, 30, United-States, <=50K. Unclassified
4060 : 49, Private, 182313, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
4061 : 42, Private, 201505, Masters, 14, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K. Correct
4062 : 61, Self-emp-not-inc, 227119, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
4063 : 47, Private, 202395, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
4064 : 22, Private, 170583, 11th, 7, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K. Correct
4065 : 58, State-gov, 21838, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 50, United-States, >50K. Correct
4066 : 50, Self-emp-inc, 68898, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 60, United-States, >50K. Correct
4067 : 34, Private, 226702, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
4068 : 59, ?, 168079, HS-grad, 9, Divorced, ?, Unmarried, White, Female, 0, 0, 35, United-States, <=50K. Unclassified
4069 : 42, Self-emp-inc, 173628, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K. Error
4070 : 20, Private, 164529, 11th, 7, Never-married, Farming-fishing, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
4071 : 27, Self-emp-not-inc, 301514, Some-college, 10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K. Correct
4072 : 50, Private, 194580, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
4073 : 63, Private, 165611, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K. Correct
4074 : 32, Private, 96480, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
4075 : 37, State-gov, 224700, Assoc-voc, 11, Divorced, Protective-serv, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K. Correct
4076 : 63, Self-emp-not-inc, 141962, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K. Correct
4077 : 22, Private, 377815, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 20, United-States, <=50K. Correct
4078 : 24, Private, 271379, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K. Correct
4079 : 40, Private, 421837, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
4080 : 36, Private, 77953, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K. Correct
4081 : 30, Self-emp-not-inc, 345122, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 50, United-States, <=50K. Correct
4082 : 38, ?, 172855, 11th, 7, Divorced, ?, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K. Unclassified
4083 : 34, Private, 87131, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Guatemala, <=50K. Correct
4084 : 21, Private, 328906, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K. Correct
4085 : 56, Private, 21626, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 43, United-States, <=50K. Correct
4086 : 38, Private, 143909, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
4087 : 32, Private, 178835, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K. Correct
4088 : 45, Private, 94809, Some-college, 10, Married-spouse-absent, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K. Correct
4089 : 64, Local-gov, 172768, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
4090 : 30, Self-emp-inc, 204742, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
4091 : 32, Self-emp-inc, 144949, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, >50K. Correct
4092 : 26, Private, 195562, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
4093 : 46, Self-emp-not-inc, 56482, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 30, United-States, >50K. Error
4094 : 55, Federal-gov, 36314, 7th-8th, 4, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 72, United-States, <=50K. Correct
4095 : 51, Self-emp-not-inc, 329980, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 8, United-States, >50K. Error
4096 : 62, Local-gov, 103344, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
4097 : 34, Local-gov, 169708, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K. Correct
4098 : 54, Local-gov, 249949, Some-college, 10, Divorced, Exec-managerial, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K. Correct
4099 : 35, Self-emp-not-inc, 186934, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
4100 : 28, Private, 692831, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 48, United-States, <=50K. Correct
4101 : 17, Private, 154078, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States, <=50K. Correct
4102 : 22, Private, 91733, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K. Correct
4103 : 67, Self-emp-inc, 325373, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K. Correct
4104 : 43, Self-emp-not-inc, 160369, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K. Correct
4105 : 57, Local-gov, 196126, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
4106 : 38, Private, 120053, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 35, United-States, <=50K. Correct
4107 : 19, Private, 204337, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K. Correct
4108 : 34, Private, 128016, HS-grad, 9, Never-married, Tech-support, Other-relative, White, Female, 0, 0, 40, United-States, <=50K. Correct
4109 : 50, ?, 199301, Assoc-voc, 11, Never-married, ?, Unmarried, Black, Female, 0, 0, 16, United-States, <=50K. Unclassified
4110 : 33, Private, 49027, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
4111 : 18, Private, 192022, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K. Correct
4112 : 40, Private, 147099, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 5, United-States, <=50K. Error
4113 : 32, Private, 334744, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
4114 : 25, Private, 207621, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
4115 : 29, Private, 194458, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
4116 : 33, Self-emp-inc, 184245, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, Mexico, >50K. Correct
4117 : 34, Private, 242704, HS-grad, 9, Never-married, Tech-support, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
4118 : 21, ?, 278130, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Unclassified
4119 : 23, Private, 251073, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
4120 : 21, Private, 153209, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
4121 : 42, Private, 360879, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
4122 : 32, Private, 115066, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
4123 : 31, Private, 409172, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
4124 : 63, Private, 223637, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 50, United-States, <=50K. Correct
4125 : 36, Private, 161141, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
4126 : 34, Private, 535869, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K. Correct
4127 : 60, Federal-gov, 49921, 9th, 5, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K. Correct
4128 : 23, Private, 335067, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K. Correct
4129 : 47, Self-emp-inc, 209460, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 40, United-States, >50K. Correct
4130 : 20, Private, 355236, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 16, United-States, <=50K. Correct
4131 : 50, Private, 240374, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
4132 : 29, Private, 221428, 12th, 8, Married-civ-spouse, Sales, Own-child, Other, Male, 0, 0, 35, United-States, <=50K. Correct
4133 : 37, Private, 356250, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K. Correct
4134 : 20, Private, 356347, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K. Correct
4135 : 50, Private, 245356, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
4136 : 31, Self-emp-not-inc, 247088, HS-grad, 9, Separated, Craft-repair, Own-child, Black, Male, 0, 0, 50, United-States, <=50K. Correct
4137 : 27, ?, 200381, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Unclassified
4138 : 35, Private, 300333, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Dominican-Republic, >50K. Correct
4139 : 38, Private, 109594, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 70, United-States, >50K. Error
4140 : 24, Local-gov, 221480, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K. Correct
4141 : 29, Private, 433624, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
4142 : 27, Private, 179681, Assoc-voc, 11, Married-spouse-absent, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
4143 : 21, Local-gov, 136208, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 48, United-States, <=50K. Correct
4144 : 64, Private, 159715, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 10566, 0, 40, United-States, <=50K. Error
